"strategy_id","primary_id","Edgar_Class","CSC.Sector","CSC.Subsector","value","Year","Gas","design_id","future_id","strategy","Code","Contry","source"
NA,NA,"EN - Building:CH4","Energy","EN - Building",0.353544895,2015,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Building:CO2","Energy","EN - Building",1.911922186,2015,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Building:N2O","Energy","EN - Building",0.028080523,2015,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Electricity/Heat:CH4","Energy","EN - Electricity/Heat",0.00319165,2015,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Electricity/Heat:CO2","Energy","EN - Electricity/Heat",11.68772488,2015,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Electricity/Heat:N2O","Energy","EN - Electricity/Heat",0.04347467,2015,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Fugitive Emissions:CH4","Energy","EN - Fugitive Emissions",9.338538436,2015,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Fugitive Emissions:CO2","Energy","EN - Fugitive Emissions",0.285911322,2015,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Fugitive Emissions:N2O","Energy","EN - Fugitive Emissions",0.000959307,2015,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Manufacturing/Construction:CH4","Energy","EN - Manufacturing/Construction",0.002455539,2015,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Manufacturing/Construction:CO2","Energy","EN - Manufacturing/Construction",1.488698695,2015,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Manufacturing/Construction:N2O","Energy","EN - Manufacturing/Construction",0.003841333,2015,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Transportation:CH4","Energy","EN - Transportation",0.008636941,2015,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Transportation:CO2","Energy","EN - Transportation",2.010087627,2015,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Transportation:N2O","Energy","EN - Transportation",0.054759233,2015,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"IN - Industrial Processes:CO2","Industrial Processes","IN - Industrial Processes",0.232755261,2015,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"IN - Industrial Processes:N2O","Industrial Processes","IN - Industrial Processes",0.120380248,2015,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Deforestation:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Deforestation",0,2015,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Forest Land:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Forest Land",-24.6343,2015,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Organic Soil:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Organic Soil",0,2015,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Other Land:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",0,2015,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Solid Waste:CH4","Waste","Waste - Solid Waste",0.330972672,2015,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Solid Waste:CO2","Waste","Waste - Solid Waste",0.000828212,2015,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Solid Waste:N2O","Waste","Waste - Solid Waste",0.00010207,2015,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Wastewater Treatment:CH4","Waste","Waste - Wastewater Treatment",0.445390213,2015,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Wastewater Treatment:N2O","Waste","Waste - Wastewater Treatment",0.044164052,2015,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Crops:CH4","Agriculture","AG - Crops",0.00585521,2016,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Crops:N2O","Agriculture","AG - Crops",5.523043587,2016,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Livestock:CH4","Agriculture","AG - Livestock",15.84286318,2016,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Livestock:N2O","Agriculture","AG - Livestock",0.466550766,2016,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Building:CH4","Energy","EN - Building",0.534501659,2016,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Building:CO2","Energy","EN - Building",3.061486757,2016,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Building:N2O","Energy","EN - Building",0.030255483,2016,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Electricity/Heat:CH4","Energy","EN - Electricity/Heat",0.003164989,2016,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Electricity/Heat:CO2","Energy","EN - Electricity/Heat",11.71595905,2016,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Electricity/Heat:N2O","Energy","EN - Electricity/Heat",0.043642573,2016,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Fugitive Emissions:CH4","Energy","EN - Fugitive Emissions",14.17276212,2016,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Fugitive Emissions:CO2","Energy","EN - Fugitive Emissions",0.327475308,2016,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Fugitive Emissions:N2O","Energy","EN - Fugitive Emissions",0.000879285,2016,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Manufacturing/Construction:CH4","Energy","EN - Manufacturing/Construction",0.0025806,2016,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Manufacturing/Construction:CO2","Energy","EN - Manufacturing/Construction",1.43126449,2016,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Manufacturing/Construction:N2O","Energy","EN - Manufacturing/Construction",0.004036044,2016,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Transportation:CH4","Energy","EN - Transportation",0.007398464,2016,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Transportation:CO2","Energy","EN - Transportation",1.764613238,2016,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Transportation:N2O","Energy","EN - Transportation",0.045819156,2016,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"IN - Industrial Processes:CO2","Industrial Processes","IN - Industrial Processes",0.24000978,2016,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"IN - Industrial Processes:N2O","Industrial Processes","IN - Industrial Processes",0.095485898,2016,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Deforestation:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Deforestation",0,2016,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Forest Land:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Forest Land",-24.6343,2016,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Organic Soil:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Organic Soil",0,2016,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Other Land:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",0,2016,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Solid Waste:CH4","Waste","Waste - Solid Waste",0.33628747,2016,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Solid Waste:CO2","Waste","Waste - Solid Waste",0.000828212,2016,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Solid Waste:N2O","Waste","Waste - Solid Waste",0.00010098,2016,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Wastewater Treatment:CH4","Waste","Waste - Wastewater Treatment",0.448877835,2016,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Wastewater Treatment:N2O","Waste","Waste - Wastewater Treatment",0.046432611,2016,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Crops:CH4","Agriculture","AG - Crops",0.003280438,2017,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Crops:N2O","Agriculture","AG - Crops",5.934754344,2017,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Livestock:CH4","Agriculture","AG - Livestock",17.0458024,2017,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Livestock:N2O","Agriculture","AG - Livestock",0.50523482,2017,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Building:CH4","Energy","EN - Building",0.47061355,2017,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Building:CO2","Energy","EN - Building",2.627408929,2017,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Building:N2O","Energy","EN - Building",0.034809864,2017,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Electricity/Heat:CH4","Energy","EN - Electricity/Heat",0.003510747,2017,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Electricity/Heat:CO2","Energy","EN - Electricity/Heat",12.76103942,2017,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Electricity/Heat:N2O","Energy","EN - Electricity/Heat",0.047420105,2017,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Fugitive Emissions:CH4","Energy","EN - Fugitive Emissions",17.61579323,2017,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Fugitive Emissions:CO2","Energy","EN - Fugitive Emissions",0.392353319,2017,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Fugitive Emissions:N2O","Energy","EN - Fugitive Emissions",0.000853905,2017,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Manufacturing/Construction:CH4","Energy","EN - Manufacturing/Construction",0.002811383,2017,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Manufacturing/Construction:CO2","Energy","EN - Manufacturing/Construction",1.769801646,2017,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Manufacturing/Construction:N2O","Energy","EN - Manufacturing/Construction",0.004538684,2017,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Transportation:CH4","Energy","EN - Transportation",0.007860798,2017,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Transportation:CO2","Energy","EN - Transportation",2.108028206,2017,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Transportation:N2O","Energy","EN - Transportation",0.06589261,2017,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"IN - Industrial Processes:CO2","Industrial Processes","IN - Industrial Processes",0.317621607,2017,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"IN - Industrial Processes:N2O","Industrial Processes","IN - Industrial Processes",0.090957525,2017,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Deforestation:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Deforestation",0,2017,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Forest Land:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Forest Land",-24.6343,2017,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Organic Soil:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Organic Soil",0,2017,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Other Land:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",0,2017,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Solid Waste:CH4","Waste","Waste - Solid Waste",0.343633455,2017,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Solid Waste:CO2","Waste","Waste - Solid Waste",0.000842463,2017,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Solid Waste:N2O","Waste","Waste - Solid Waste",0.000102352,2017,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Wastewater Treatment:CH4","Waste","Waste - Wastewater Treatment",0.457261248,2017,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Wastewater Treatment:N2O","Waste","Waste - Wastewater Treatment",0.048201491,2017,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Crops:CH4","Agriculture","AG - Crops",0.005397483,2018,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Crops:N2O","Agriculture","AG - Crops",5.957853723,2018,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Livestock:CH4","Agriculture","AG - Livestock",17.10720616,2018,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Livestock:N2O","Agriculture","AG - Livestock",0.501989649,2018,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Building:CH4","Energy","EN - Building",0.569697698,2018,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Building:CO2","Energy","EN - Building",3.447796325,2018,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Building:N2O","Energy","EN - Building",0.039258993,2018,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Electricity/Heat:CH4","Energy","EN - Electricity/Heat",0.003727109,2018,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Electricity/Heat:CO2","Energy","EN - Electricity/Heat",13.54841526,2018,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Electricity/Heat:N2O","Energy","EN - Electricity/Heat",0.050346097,2018,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Fugitive Emissions:CH4","Energy","EN - Fugitive Emissions",18.70168555,2018,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Fugitive Emissions:CO2","Energy","EN - Fugitive Emissions",0.422307039,2018,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Fugitive Emissions:N2O","Energy","EN - Fugitive Emissions",0.000839225,2018,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Manufacturing/Construction:CH4","Energy","EN - Manufacturing/Construction",0.00320183,2018,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Manufacturing/Construction:CO2","Energy","EN - Manufacturing/Construction",1.95571147,2018,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Manufacturing/Construction:N2O","Energy","EN - Manufacturing/Construction",0.00514461,2018,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Transportation:CH4","Energy","EN - Transportation",0.008067486,2018,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Transportation:CO2","Energy","EN - Transportation",2.165722182,2018,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Transportation:N2O","Energy","EN - Transportation",0.069076902,2018,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"IN - Industrial Processes:CO2","Industrial Processes","IN - Industrial Processes",0.413647322,2018,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"IN - Industrial Processes:N2O","Industrial Processes","IN - Industrial Processes",0.079826127,2018,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Deforestation:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Deforestation",0,2018,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Forest Land:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Forest Land",-24.6343,2018,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Organic Soil:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Organic Soil",0,2018,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Other Land:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",0,2018,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Solid Waste:CH4","Waste","Waste - Solid Waste",0.352205717,2018,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Solid Waste:CO2","Waste","Waste - Solid Waste",0.000856163,2018,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Solid Waste:N2O","Waste","Waste - Solid Waste",0.000103875,2018,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Wastewater Treatment:CH4","Waste","Waste - Wastewater Treatment",0.470320137,2018,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Wastewater Treatment:N2O","Waste","Waste - Wastewater Treatment",0.050856223,2018,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Crops:CH4","Agriculture","AG - Crops",0.005263748,2019,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Crops:N2O","Agriculture","AG - Crops",6.380404173,2019,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Livestock:CH4","Agriculture","AG - Livestock",18.3553756,2019,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Livestock:N2O","Agriculture","AG - Livestock",0.53997009,2019,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Building:CH4","Energy","EN - Building",0.516378152,2019,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Building:CO2","Energy","EN - Building",3.810139812,2019,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Building:N2O","Energy","EN - Building",0.046598714,2019,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Electricity/Heat:CH4","Energy","EN - Electricity/Heat",0.003818858,2019,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Electricity/Heat:CO2","Energy","EN - Electricity/Heat",13.61887035,2019,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Electricity/Heat:N2O","Energy","EN - Electricity/Heat",0.050475544,2019,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Fugitive Emissions:CH4","Energy","EN - Fugitive Emissions",19.61738792,2019,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Fugitive Emissions:CO2","Energy","EN - Fugitive Emissions",0.437677018,2019,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Fugitive Emissions:N2O","Energy","EN - Fugitive Emissions",0.000831009,2019,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Manufacturing/Construction:CH4","Energy","EN - Manufacturing/Construction",0.004127894,2019,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Manufacturing/Construction:CO2","Energy","EN - Manufacturing/Construction",2.492793533,2019,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Manufacturing/Construction:N2O","Energy","EN - Manufacturing/Construction",0.006586282,2019,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Transportation:CH4","Energy","EN - Transportation",0.010073522,2019,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Transportation:CO2","Energy","EN - Transportation",2.724576229,2019,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Transportation:N2O","Energy","EN - Transportation",0.087831642,2019,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"IN - Industrial Processes:CO2","Industrial Processes","IN - Industrial Processes",0.471592863,2019,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"IN - Industrial Processes:N2O","Industrial Processes","IN - Industrial Processes",0.097390601,2019,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Deforestation:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Deforestation",0,2019,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Forest Land:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Forest Land",-24.6343,2019,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Organic Soil:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Organic Soil",0,2019,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Other Land:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",0,2019,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Solid Waste:CH4","Waste","Waste - Solid Waste",0.359605628,2019,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Solid Waste:CO2","Waste","Waste - Solid Waste",0.000869442,2019,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Solid Waste:N2O","Waste","Waste - Solid Waste",0.000105636,2019,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Wastewater Treatment:CH4","Waste","Waste - Wastewater Treatment",0.478879993,2019,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Wastewater Treatment:N2O","Waste","Waste - Wastewater Treatment",0.053275352,2019,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Crops:CH4","Agriculture","AG - Crops",0.005286349,2020,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Crops:N2O","Agriculture","AG - Crops",6.100918791,2020,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Livestock:CH4","Agriculture","AG - Livestock",17.73861579,2020,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"AG - Livestock:N2O","Agriculture","AG - Livestock",0.532720478,2020,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Building:CH4","Energy","EN - Building",0.489726882,2020,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Building:CO2","Energy","EN - Building",2.698306613,2020,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Building:N2O","Energy","EN - Building",0.041547674,2020,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Electricity/Heat:CH4","Energy","EN - Electricity/Heat",0.003641605,2020,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Electricity/Heat:CO2","Energy","EN - Electricity/Heat",12.9675776,2020,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Electricity/Heat:N2O","Energy","EN - Electricity/Heat",0.048030494,2020,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Fugitive Emissions:CH4","Energy","EN - Fugitive Emissions",17.1348681,2020,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Fugitive Emissions:CO2","Energy","EN - Fugitive Emissions",0.369017429,2020,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Fugitive Emissions:N2O","Energy","EN - Fugitive Emissions",0.000996588,2020,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Manufacturing/Construction:CH4","Energy","EN - Manufacturing/Construction",0.003609242,2020,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Manufacturing/Construction:CO2","Energy","EN - Manufacturing/Construction",2.20224496,2020,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Manufacturing/Construction:N2O","Energy","EN - Manufacturing/Construction",0.005602553,2020,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Transportation:CH4","Energy","EN - Transportation",0.01080758,2020,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Transportation:CO2","Energy","EN - Transportation",2.785833847,2020,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"EN - Transportation:N2O","Energy","EN - Transportation",0.083995251,2020,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"IN - Industrial Processes:CO2","Industrial Processes","IN - Industrial Processes",0.504106069,2020,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"IN - Industrial Processes:N2O","Industrial Processes","IN - Industrial Processes",0.081856298,2020,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Deforestation:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Deforestation",0,2020,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Forest Land:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Forest Land",-24.6343,2020,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Organic Soil:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Organic Soil",0,2020,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"LULUCF - Other Land:CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",0,2020,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Solid Waste:CH4","Waste","Waste - Solid Waste",0.367178164,2020,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Solid Waste:CO2","Waste","Waste - Solid Waste",0.00088239,2020,"CO2",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Solid Waste:N2O","Waste","Waste - Solid Waste",0.00010721,2020,"N2O",NA,NA,"Historical","MNG","mongolia","EDGAR"
NA,NA,"Waste - Wastewater Treatment:CH4","Waste","Waste - Wastewater Treatment",0.499772706,2020,"CH4",NA,NA,"Historical","MNG","mongolia","EDGAR"
