strategy_code,future_id,region,time_period,difference_variable,variable_value_baseline,variable_value_pathway,difference_value,variable,value
PFLO:LEP,0,mongolia,0,pop_unimproved_rural,1018163.3297097873,254540.83242744682,-763622.4972823404,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:LEP,0,mongolia,0,pop_unimproved_rural,1018163.3297097873,254540.83242744682,-763622.4972823404,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:LEP,0,mongolia,1,pop_unimproved_rural,1035643.9472797889,258910.98681994723,-776732.9604598416,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:LEP,0,mongolia,1,pop_unimproved_rural,1035643.9472797889,258910.98681994723,-776732.9604598416,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:LEP,0,mongolia,2,pop_unimproved_rural,1052907.5084189735,263226.8771047434,-789680.6313142302,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:LEP,0,mongolia,2,pop_unimproved_rural,1052907.5084189735,263226.8771047434,-789680.6313142302,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:LEP,0,mongolia,3,pop_unimproved_rural,1069209.1129534908,267302.2782383727,-801906.8347151182,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:LEP,0,mongolia,3,pop_unimproved_rural,1069209.1129534908,267302.2782383727,-801906.8347151182,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:LEP,0,mongolia,4,pop_unimproved_rural,1084364.4289128769,271091.1072282192,-813273.3216846576,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:LEP,0,mongolia,4,pop_unimproved_rural,1084364.4289128769,271091.1072282192,-813273.3216846576,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:LEP,0,mongolia,5,pop_unimproved_rural,1098231.975352791,274557.9938381977,-823673.9815145931,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:LEP,0,mongolia,5,pop_unimproved_rural,1098231.975352791,274557.9938381977,-823673.9815145931,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:LEP,0,mongolia,6,pop_unimproved_rural,1059899.106962681,264974.77674067026,-794924.3302220108,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:LEP,0,mongolia,6,pop_unimproved_rural,1059899.106962681,264974.77674067026,-794924.3302220108,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:LEP,0,mongolia,7,pop_unimproved_rural,1067104.165868285,266776.0414670713,-800328.1244012138,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:LEP,0,mongolia,7,pop_unimproved_rural,1067104.165868285,266776.0414670713,-800328.1244012138,cb:wali:technical_cost:sanitation:unimp_rural,0.0
PFLO:LEP,0,mongolia,8,pop_unimproved_rural,1074309.2247738848,268577.3061934712,-805731.9185804136,cb:wali:technical_cost:sanitation:unimp_rural,0.0
